param : PeriodOfYear TimeOfYear := 
1 1 1
2 1 2
3 1 3
4 1 4
5 1 5
6 1 6
7 1 7
8 1 8
9 1 9
10 1 10
11 1 11
12 1 12
13 1 13
14 1 14
15 1 15
16 1 16
17 1 17
18 1 18
19 1 19
20 1 20
21 1 21
22 1 22
23 1 23
24 1 24
25 1 1
26 1 2
27 1 3
28 1 4
29 1 5
30 1 6
31 1 7
32 1 8
33 1 9
34 1 10
35 1 11
36 1 12
37 1 13
38 1 14
39 1 15
40 1 16
41 1 17
42 1 18
43 1 19
44 1 20
45 1 21
46 1 22
47 1 23
48 1 24
49 2 1
50 2 2
51 2 3
52 2 4
53 2 5
54 2 6
55 2 7
56 2 8
57 2 9
58 2 10
59 2 11
60 2 12
61 2 13
62 2 14
63 2 15
64 2 16
65 2 17
66 2 18
67 2 19
68 2 20
69 2 21
70 2 22
71 2 23
72 2 24
73 2 1
74 2 2
75 2 3
76 2 4
77 2 5
78 2 6
79 2 7
80 2 8
81 2 9
82 2 10
83 2 11
84 2 12
85 2 13
86 2 14
87 2 15
88 2 16
89 2 17
90 2 18
91 2 19
92 2 20
93 2 21
94 2 22
95 2 23
96 2 24
97 1 1
98 1 2
99 1 3
100 1 4
101 1 5
102 1 6
103 1 7
104 1 8
105 1 9
106 1 10
107 1 11
108 1 12
109 1 13
110 1 14
111 1 15
112 1 16
113 1 17
114 1 18
115 1 19
116 1 20
117 1 21
118 1 22
119 1 23
120 1 24
121 1 1
122 1 2
123 1 3
124 1 4
125 1 5
126 1 6
127 1 7
128 1 8
129 1 9
130 1 10
131 1 11
132 1 12
133 1 13
134 1 14
135 1 15
136 1 16
137 1 17
138 1 18
139 1 19
140 1 20
141 1 21
142 1 22
143 1 23
144 1 24
145 1 1
146 1 2
147 1 3
148 1 4
149 1 5
150 1 6
151 1 7
152 1 8
153 1 9
154 1 10
155 1 11
156 1 12
157 1 13
158 1 14
159 1 15
160 1 16
161 1 17
162 1 18
163 1 19
164 1 20
165 1 21
